0.135400	0
11.650391	0
23.219761	0
34.843178	1683
46.520309	1698
58.250828	1712
70.034401	1697
81.870697	1714
93.759399	1698
105.700172	1729
117.692696	1731
129.736649	1786
141.831696	1734
153.977524	1827
166.173813	1773
178.420242	1817
190.716492	1832
203.062256	1805
215.457199	1875
227.901016	1868
240.393402	1972
252.934021	1945
265.522583	2057
278.158752	2118
290.842255	2198
303.572754	2347
316.349945	2495
329.173523	2693
342.043182	3075
354.958649	3392
367.919556	3855
380.925659	4658
393.976654	5784
407.072205	7472
420.212006	10296
433.395813	15195
446.623291	26862
459.894165	45202
473.208099	92730
486.564850	256079
499.964111	448000
513.405579	448000
526.888977	448000
540.414001	448000
553.980347	448000
567.587769	448000
581.235962	335044
594.924622	150351
608.653503	57595
622.422302	33806
636.230774	19943
650.078552	11802
663.965454	8387
677.891113	6355
691.855286	5062
705.857788	4318
719.898193	3648
733.976318	3096
748.091797	2811
762.244507	2568
776.434082	2388
790.660278	2295
804.922791	2170
819.221375	2080
833.555786	2033
847.925781	2004
862.330994	1906
876.771240	1823
891.246216	1891
905.755737	1895
920.299438	1827
934.877197	1803
949.488586	1808
964.133484	1794
978.811523	1820
993.522583	1796
1008.266296	1778
1023.042480	1812
1037.850830	1732
1052.691162	1768
1067.563110	1764
1082.466553	1781
1097.401245	1745
1112.366821	1717
1127.363159	1712
1142.389893	1726
1157.446899	1687
1172.533813	1695
1187.650513	1695
1202.796753	1696
1217.972168	1640
1233.176636	1664
1248.409912	1711
1263.671753	1666
1278.961914	1689
1294.280151	1652
1309.626221	1694
1324.999878	1588
1340.401001	1691
1355.829224	1699
1371.284424	1665
1386.766357	1677
1402.274780	1668
1417.809448	1636
1433.370117	1626
1448.956543	1674
1464.568726	1605
1480.206177	1640
1495.868774	1621
1511.556396	1650
1527.268677	1618
1543.005493	1649
1558.766602	1677
1574.551758	1616
1590.360718	1595
1606.193481	1630
1622.049561	1660
1637.928955	1674
1653.831421	1673
1669.756592	1625
1685.704468	1640
1701.674683	1618
1717.667114	1624
1733.681641	1612
1749.717896	1622
1765.775757	1646
1781.854980	1667
1797.955444	1619
1814.076904	1630
1830.219238	1628
1846.382080	1636
1862.565430	1653
1878.769043	1631
1894.992554	1619
1911.235962	1619
1927.499146	1628
1943.781738	1622
1960.083496	1620
1976.404541	1579
1992.744385	1642
2009.102905	1620
2025.479980	1629
2041.875488	1618
2058.289307	1632
2074.720947	1698
2091.170410	1630
2107.637451	1581
2124.122070	1670
2140.624023	1645
2157.143066	1618
2173.678955	1641
2190.231689	1654
2206.801025	1668
2223.386719	1644
2239.988770	1635
2256.606934	1590
2273.240967	1648
2289.890625	1620
2306.556152	1623
2323.236816	1594
2339.932861	1634
2356.644287	1624
2373.370361	1606
2390.111328	1666
2406.866943	1611
2423.636963	1599
2440.421387	1599
2457.219727	1597
2474.032227	1583
2490.858643	1619
2507.698730	1615
2524.552490	1643
2541.419678	1640
2558.299805	1633
2575.193359	1607
2592.099609	1684
2609.018799	1622
2625.950684	1640
2642.895264	1566
2659.852051	1637
2676.821045	1639
2693.802246	1666
2710.795410	1660
2727.800293	1595
2744.816895	1612
2761.845215	1595
2778.884766	1622
2795.935791	1632
2812.997803	1629
2830.071045	1681
2847.155029	1601
2864.249756	1634
2881.355225	1595
2898.471191	1631
2915.597412	1648
2932.734131	1593
2949.880859	1635
2967.037598	1662
2984.204346	1629
3001.380615	1625
3018.566895	1611
3035.762451	1623
3052.967529	1607
3070.181885	1633
3087.405518	1604
3104.638184	1637
3121.879639	1633
3139.130127	1612
3156.389404	1651
3173.657227	1657
3190.933594	1626
3208.218506	1656
3225.511475	1660
3242.812988	1657
3260.122314	1630
3277.439697	1625
3294.765137	1648
3312.098145	1626
3329.438965	1611
3346.787354	1596
3364.143311	1665
3381.506836	1616
3398.877441	1615
3416.255127	1680
3433.640137	1683
3451.032227	1715
3468.431152	1655
3485.836914	1672
3503.249512	1687
3520.668945	1693
3538.094727	1782
3555.527100	1788
3572.965820	1859
3590.410889	2016
3607.862305	2155
3625.319824	2491
3642.783203	2884
3660.252930	3464
3677.728516	4197
3695.209961	5218
3712.697021	6733
3730.189941	8509
3747.688477	11171
3765.192627	14366
3782.702148	18374
3800.217041	22953
3817.737549	28775
3835.263184	34167
3852.793945	43277
3870.329834	50347
3887.870850	54628
3905.416992	66208
3922.968018	79429
3940.523926	87466
3958.084717	88695
3975.650391	91404
3993.220459	108849
4010.795410	125772
4028.375000	133754
4045.958984	136653
4063.547607	141801
4081.140625	142839
4098.737793	139771
4116.339355	148704
4133.945801	160534
4151.555664	163700
4169.170410	162342
4186.788574	169092
4204.411621	182450
4222.038086	187133
4239.668945	189963
4257.303711	192242
4274.942383	193690
4292.584473	191524
4310.230957	182954
4327.881348	169063
4345.535156	167764
4363.192871	177393
4380.854004	179807
4398.519043	181825
4416.187988	192065
4433.859863	204272
4451.536133	208873
4469.215332	209067
4486.898438	210644
4504.584473	213329
4522.274414	216280
4539.967773	215391
4557.664551	215751
4575.364746	217951
4593.067871	219824
4610.774902	222668
4628.484863	224445
4646.198242	225455
4663.915039	227010
4681.635254	230190
4699.358398	233512
4717.084961	238399
4734.814941	240562
4752.547852	241022
4770.284180	241499
4788.023438	241352
4805.766113	239989
4823.512207	231899
4841.260742	214470
4859.013184	204730
4876.768555	211021
4894.526855	221310
4912.288574	237733
4930.053223	252504
4947.821289	257770
4965.592773	261841
4983.366699	260914
5001.144531	260776
5018.925293	262357
5036.708984	261939
5054.496094	264762
5072.286133	264031
5090.079590	263933
5107.876465	262203
5125.676270	261807
5143.479492	260967
5161.285645	262127
5179.095215	262158
5196.908203	262356
5214.724121	260478
5232.543945	260750
5250.366699	260213
5268.192871	260584
5286.022461	261336
5303.855469	259556
5321.691895	257166
5339.531738	253880
5357.375000	252422
5375.221680	253575
5393.071777	253704
5410.925781	254256
5428.783203	253167
5446.644043	250515
5464.508789	247406
5482.376953	245595
5500.249023	241953
5518.124512	241973
5536.003906	242556
5553.887207	240663
5571.774414	238162
5589.665527	235101
5607.560547	231540
5625.459473	230684
5643.362305	231462
5661.269531	232208
5679.180664	231592
5697.095703	229687
5715.015137	226262
5732.938965	221947
5750.866699	218517
5768.798828	216890
5786.735840	217549
5804.676758	219147
5822.622559	219800
5840.572266	218350
5858.527344	215890
5876.486328	212096
5894.450684	208448
5912.419434	206229
5930.393066	204579
5948.372070	203889
5966.355469	202647
5984.343750	200023
6002.337402	198009
6020.336426	196380
6038.340332	192602
6056.349609	190743
6074.364258	189222
6092.384277	187056
6110.410156	184518
6128.440918	180791
6146.477539	178081
6164.520020	174329
6182.568359	171820
6200.622559	168584
6218.682617	166262
6236.748535	163257
6254.820801	160521
6272.898926	158363
6290.983398	158177
6309.074219	156905
6327.171387	154992
6345.275391	151979
6363.385742	148693
6381.502441	145690
6399.626465	143008
6417.757324	139925
6435.894531	137587
6454.039063	135486
6472.190918	133067
6490.350098	129739
6508.516113	124481
6526.689941	113928
6544.871094	103482
6563.060059	105732
6581.256348	111527
6599.460449	114906
6617.672852	116106
6635.893066	115500
6654.121094	114573
6672.357422	113469
6690.602539	111372
6708.855469	108823
6727.117188	106140
6745.387695	103272
6763.666992	100615
6781.954590	97828
6800.251465	95412
6818.557617	93523
6836.873047	90065
6855.197266	84948
6873.531250	83742
6891.874512	83753
6910.228027	84059
6928.590820	83051
6946.963379	82294
6965.346191	80628
6983.739258	78733
7002.142578	76934
7020.556152	74790
7038.979980	73090
7057.415039	72005
7075.860352	70491
7094.316895	69841
7112.784180	69103
7131.262695	67291
7149.752930	64565
7168.253906	61203
7186.767090	58889
7205.291504	58152
7223.828125	56304
7242.376465	54870
7260.937012	53442
7279.509277	52257
7298.094727	52591
7316.692383	51936
7335.302734	52373
7353.925781	52410
