3730.189941	7892.30080561594
3747.322150	10648.9746617368
3764.454358	13405.6741573435
3781.586566	16162.414180036
3798.718774	18919.1728354066
3815.850983	21675.8659950457
3832.983191	24432.3268193104
3850.115399	27188.2912450385
3867.247607	29943.385789185
3884.379816	32697.1357497183
3901.512024	35448.967639479
3918.644232	38198.1936193279
3935.776440	40944.0350231864
3952.908649	43685.6788132243
3970.040857	46422.3028185639
3987.173065	49153.047840006
4004.305273	51876.9862318628
4021.437482	54593.1773291513
4038.569690	57300.7689383833
4055.701898	59999.0534715421
4072.834106	62687.4734648322
4089.966315	65365.6218243767
4107.098523	68033.2243545452
4124.230731	70690.0801003183
4141.362939	73336.035809982
4158.495148	75971.0305003437
4175.627356	78595.1233782931
4192.759564	81208.4702981146
4209.891772	83811.3166216799
4227.023981	86404.0557492361
4244.156189	88987.2938423497
4261.288397	91561.8575231736
4278.420605	94128.7864155637
4295.552814	96689.3198375405
4312.685022	99244.8642098698
4329.817230	101796.914861624
4346.949438	104346.914630827
4364.081647	106896.094849091
4381.213855	109445.421340423
4398.346063	111995.62687087
4415.478271	114547.213677048
4432.610480	117100.467475068
4449.742688	119655.538899329
4466.874896	122212.541603872
4484.007104	124771.587935925
4501.139313	127332.775042661
4518.271521	129896.170168248
4535.403729	132461.810728057
4552.535938	135029.709335907
4569.668146	137599.83197763
4586.800354	140172.075206473
4603.932562	142746.260980018
4621.064771	145322.136742222
4638.196979	147899.382628045
4655.329187	150477.618674453
4672.461395	153056.403422285
4689.593604	155635.232292662
4706.725812	158213.549596889
4723.858020	160790.772440819
4740.990228	163366.327434709
4758.122437	165939.686610869
4775.254645	168510.37600681
4792.386853	171077.967662047
4809.519061	173642.06410168
4826.651270	176202.272840893
4843.783478	178758.13582859
4860.915686	181308.95586809
4878.047894	183853.546761674
4895.180103	186390.097789278
4912.312311	188916.229482772
4929.444519	191429.147566163
4946.576727	193925.873004175
4963.708936	196403.451769721
4980.841144	198859.05348859
4997.973352	201290.017568808
5015.105560	203693.841633191
5032.237769	206068.164328034
5049.369977	208410.767383624
5066.502185	210719.569895195
5083.634393	212992.64630536
5100.766602	215228.229260608
5117.898810	217424.695658596
5135.031018	219580.544690094
5152.163226	221694.38035605
5169.295435	223764.898690123
5186.427643	225790.890759719
5203.559851	227771.257830267
5220.692059	229705.016448495
5237.824268	231591.287072463
5254.956476	233429.277318415
5272.088684	235218.279800247
5289.220892	236957.669968956
5306.353101	238646.919769997
